Stage1_Source,Stage1_Source_Amount,Stage2_Receipt_Type,Stage1_Row_Type,t,Path,MinMax,pillar1_rank_n,pillar2_cumsum,pillar1_cumsum,Stage1_Top,Stage1_Bot,Stage2_Top,Stage2_Bot,sigmoid,curve_top_rec,curve_bot_rec
Spacer 5,37967000000.0,Receipt,Spacer,-3.75,10,Min,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.02297736991002562,84013381803.37395,46918763606.74789
Excise Taxes,4358000000.0,Receipt,Real,-3.75,10,Min,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.02297736991002562,88371381803.37395,84013381803.37395
Spacer 7,37967000000.0,Receipt,Spacer,-3.75,10,Min,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.02297736991002562,125466000000.0,88371381803.37395
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.75,10,Min,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.02297736991002562,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-3.75,10,Min,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.02297736991002562,174605618196.62607,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.75,10,Min,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.02297736991002562,234326618196.62607,174605618196.62607
Spacer 11,37967000000.0,Receipt,Spacer,-3.75,10,Min,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.02297736991002562,271421236393.2521,234326618196.62607
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.75,10,Min,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.02297736991002562,394376236393.25214,271421236393.2521
Spacer 13,37967000000.0,Receipt,Spacer,-3.75,10,Min,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.02297736991002562,431470854589.8782,394376236393.25214
Individual Income Taxes,249320000000.0,Receipt,Real,-3.75,10,Min,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.02297736991002562,680790854589.8782,431470854589.8782
Dummy_Source,113901000000.0,Dummy,Spacer,-3.5,88,Max,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.029312230751356326,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.5,88,Max,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.029312230751356326,6347692394.810237,3338692394.810237
Spacer 3,37967000000.0,Receipt,Spacer,-3.5,88,Max,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.029312230751356326,43201794929.87349,6347692394.810237
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.5,88,Max,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.029312230751356326,47399794929.87349,43201794929.87349
Spacer 5,37967000000.0,Receipt,Spacer,-3.5,88,Max,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.029312230751356326,84253897464.93675,47399794929.87349
Excise Taxes,4358000000.0,Receipt,Real,-3.5,88,Max,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.029312230751356326,88611897464.93675,84253897464.93675
Spacer 7,37967000000.0,Receipt,Spacer,-3.5,88,Max,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.029312230751356326,125466000000.0,88611897464.93675
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.5,88,Max,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.029312230751356326,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-3.5,88,Max,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.029312230751356326,174365102535.06326,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.5,88,Max,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.029312230751356326,234086102535.06326,174365102535.06326
Spacer 11,37967000000.0,Receipt,Spacer,-3.5,88,Max,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.029312230751356326,270940205070.1265,234086102535.06326
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.5,88,Max,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.029312230751356326,393895205070.1265,270940205070.1265
Spacer 13,37967000000.0,Receipt,Spacer,-3.5,88,Max,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.029312230751356326,430749307605.18976,393895205070.1265
Individual Income Taxes,249320000000.0,Receipt,Real,-3.5,88,Max,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.029312230751356326,680069307605.1898,430749307605.18976
Dummy_Source,113901000000.0,Dummy,Spacer,-3.5,11,Min,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.029312230751356326,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.5,11,Min,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.029312230751356326,6347692394.810237,3338692394.810237
Spacer 3,37967000000.0,Receipt,Spacer,-3.5,11,Min,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.029312230751356326,43201794929.87349,6347692394.810237
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.5,11,Min,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.029312230751356326,47399794929.87349,43201794929.87349
Spacer 5,37967000000.0,Receipt,Spacer,-3.5,11,Min,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.029312230751356326,84253897464.93675,47399794929.87349
Excise Taxes,4358000000.0,Receipt,Real,-3.5,11,Min,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.029312230751356326,88611897464.93675,84253897464.93675
Spacer 7,37967000000.0,Receipt,Spacer,-3.5,11,Min,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.029312230751356326,125466000000.0,88611897464.93675
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.5,11,Min,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.029312230751356326,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-3.5,11,Min,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.029312230751356326,174365102535.06326,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.5,11,Min,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.029312230751356326,234086102535.06326,174365102535.06326
Spacer 11,37967000000.0,Receipt,Spacer,-3.5,11,Min,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.029312230751356326,270940205070.1265,234086102535.06326
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.5,11,Min,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.029312230751356326,393895205070.1265,270940205070.1265
Spacer 13,37967000000.0,Receipt,Spacer,-3.5,11,Min,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.029312230751356326,430749307605.18976,393895205070.1265
Individual Income Taxes,249320000000.0,Receipt,Real,-3.5,11,Min,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.029312230751356326,680069307605.1898,430749307605.18976
Dummy_Source,113901000000.0,Dummy,Spacer,-3.25,87,Max,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.25,87,Max,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.037326887344129464,7260569795.38369,4251569795.38369
Spacer 3,37967000000.0,Receipt,Spacer,-3.25,87,Max,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.037326887344129464,43810379863.58913,7260569795.38369
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.25,87,Max,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.037326887344129464,48008379863.58913,43810379863.58913
Spacer 5,37967000000.0,Receipt,Spacer,-3.25,87,Max,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.037326887344129464,84558189931.79456,48008379863.58913
Excise Taxes,4358000000.0,Receipt,Real,-3.25,87,Max,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.037326887344129464,88916189931.79456,84558189931.79456
Spacer 7,37967000000.0,Receipt,Spacer,-3.25,87,Max,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.037326887344129464,125466000000.0,88916189931.79456
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.25,87,Max,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.037326887344129464,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-3.25,87,Max,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.037326887344129464,174060810068.20544,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.25,87,Max,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.037326887344129464,233781810068.20544,174060810068.20544
Spacer 11,37967000000.0,Receipt,Spacer,-3.25,87,Max,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.037326887344129464,270331620136.4109,233781810068.20544
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.25,87,Max,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.037326887344129464,393286620136.4109,270331620136.4109
Spacer 13,37967000000.0,Receipt,Spacer,-3.25,87,Max,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.037326887344129464,429836430204.61633,393286620136.4109
Individual Income Taxes,249320000000.0,Receipt,Real,-3.25,87,Max,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.037326887344129464,679156430204.6163,429836430204.61633
Dummy_Source,113901000000.0,Dummy,Spacer,-3.25,12,Min,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.037326887344129464,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.25,12,Min,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.037326887344129464,7260569795.38369,4251569795.38369
Spacer 3,37967000000.0,Receipt,Spacer,-3.25,12,Min,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.037326887344129464,43810379863.58913,7260569795.38369
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.25,12,Min,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.037326887344129464,48008379863.58913,43810379863.58913
Spacer 5,37967000000.0,Receipt,Spacer,-3.25,12,Min,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.037326887344129464,84558189931.79456,48008379863.58913
Excise Taxes,4358000000.0,Receipt,Real,-3.25,12,Min,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.037326887344129464,88916189931.79456,84558189931.79456
Spacer 7,37967000000.0,Receipt,Spacer,-3.25,12,Min,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.037326887344129464,125466000000.0,88916189931.79456
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.25,12,Min,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.037326887344129464,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-3.25,12,Min,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.037326887344129464,174060810068.20544,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.25,12,Min,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.037326887344129464,233781810068.20544,174060810068.20544
Spacer 11,37967000000.0,Receipt,Spacer,-3.25,12,Min,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.037326887344129464,270331620136.4109,233781810068.20544
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.25,12,Min,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.037326887344129464,393286620136.4109,270331620136.4109
Spacer 13,37967000000.0,Receipt,Spacer,-3.25,12,Min,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.037326887344129464,429836430204.61633,393286620136.4109
Individual Income Taxes,249320000000.0,Receipt,Real,-3.25,12,Min,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.037326887344129464,679156430204.6163,429836430204.61633
Dummy_Source,113901000000.0,Dummy,Spacer,-3.0,86,Max,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.0,86,Max,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.04742587317756679,8410854380.798035,5401854380.798035
Spacer 3,37967000000.0,Receipt,Spacer,-3.0,86,Max,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.04742587317756679,44577236253.86536,8410854380.798035
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.0,86,Max,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.04742587317756679,48775236253.86536,44577236253.86536
Spacer 5,37967000000.0,Receipt,Spacer,-3.0,86,Max,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.04742587317756679,84941618126.93268,48775236253.86536
Excise Taxes,4358000000.0,Receipt,Real,-3.0,86,Max,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.04742587317756679,89299618126.93268,84941618126.93268
Spacer 7,37967000000.0,Receipt,Spacer,-3.0,86,Max,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.04742587317756679,125466000000.0,89299618126.93268
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.0,86,Max,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.04742587317756679,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-3.0,86,Max,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.04742587317756679,173677381873.06732,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.0,86,Max,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.04742587317756679,233398381873.06732,173677381873.06732
Spacer 11,37967000000.0,Receipt,Spacer,-3.0,86,Max,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.04742587317756679,269564763746.13464,233398381873.06732
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.0,86,Max,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.04742587317756679,392519763746.13464,269564763746.13464
Spacer 13,37967000000.0,Receipt,Spacer,-3.0,86,Max,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.04742587317756679,428686145619.20197,392519763746.13464
Individual Income Taxes,249320000000.0,Receipt,Real,-3.0,86,Max,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.04742587317756679,678006145619.2019,428686145619.20197
Dummy_Source,113901000000.0,Dummy,Spacer,-3.0,13,Min,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.04742587317756679,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-3.0,13,Min,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.04742587317756679,8410854380.798035,5401854380.798035
Spacer 3,37967000000.0,Receipt,Spacer,-3.0,13,Min,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.04742587317756679,44577236253.86536,8410854380.798035
Estate and Gift Taxes,4198000000.0,Receipt,Real,-3.0,13,Min,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.04742587317756679,48775236253.86536,44577236253.86536
Spacer 5,37967000000.0,Receipt,Spacer,-3.0,13,Min,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.04742587317756679,84941618126.93268,48775236253.86536
Excise Taxes,4358000000.0,Receipt,Real,-3.0,13,Min,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.04742587317756679,89299618126.93268,84941618126.93268
Spacer 7,37967000000.0,Receipt,Spacer,-3.0,13,Min,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.04742587317756679,125466000000.0,89299618126.93268
Miscellaneous Receipts,12045000000.0,Receipt,Real,-3.0,13,Min,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.04742587317756679,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-3.0,13,Min,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.04742587317756679,173677381873.06732,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-3.0,13,Min,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.04742587317756679,233398381873.06732,173677381873.06732
Spacer 11,37967000000.0,Receipt,Spacer,-3.0,13,Min,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.04742587317756679,269564763746.13464,233398381873.06732
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-3.0,13,Min,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.04742587317756679,392519763746.13464,269564763746.13464
Spacer 13,37967000000.0,Receipt,Spacer,-3.0,13,Min,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.04742587317756679,428686145619.20197,392519763746.13464
Individual Income Taxes,249320000000.0,Receipt,Real,-3.0,13,Min,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.04742587317756679,678006145619.2019,428686145619.20197
Dummy_Source,113901000000.0,Dummy,Spacer,-2.75,85,Max,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.060086650174007626,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-2.75,85,Max,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.060086650174007626,9852929541.469643,6843929541.469643
Spacer 3,37967000000.0,Receipt,Spacer,-2.75,85,Max,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.060086650174007626,45538619694.313095,9852929541.469643
Estate and Gift Taxes,4198000000.0,Receipt,Real,-2.75,85,Max,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.060086650174007626,49736619694.313095,45538619694.313095
Spacer 5,37967000000.0,Receipt,Spacer,-2.75,85,Max,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.060086650174007626,85422309847.15656,49736619694.313095
Excise Taxes,4358000000.0,Receipt,Real,-2.75,85,Max,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.060086650174007626,89780309847.15656,85422309847.15656
Spacer 7,37967000000.0,Receipt,Spacer,-2.75,85,Max,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.060086650174007626,125466000000.0,89780309847.15656
Miscellaneous Receipts,12045000000.0,Receipt,Real,-2.75,85,Max,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.060086650174007626,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-2.75,85,Max,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.060086650174007626,173196690152.84344,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-2.75,85,Max,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.060086650174007626,232917690152.84344,173196690152.84344
Spacer 11,37967000000.0,Receipt,Spacer,-2.75,85,Max,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.060086650174007626,268603380305.6869,232917690152.84344
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-2.75,85,Max,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.060086650174007626,391558380305.6869,268603380305.6869
Spacer 13,37967000000.0,Receipt,Spacer,-2.75,85,Max,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.060086650174007626,427244070458.53033,391558380305.6869
Individual Income Taxes,249320000000.0,Receipt,Real,-2.75,85,Max,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.060086650174007626,676564070458.5304,427244070458.53033
Dummy_Source,113901000000.0,Dummy,Spacer,-2.75,14,Min,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.060086650174007626,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-2.75,14,Min,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.060086650174007626,9852929541.469643,6843929541.469643
Spacer 3,37967000000.0,Receipt,Spacer,-2.75,14,Min,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.060086650174007626,45538619694.313095,9852929541.469643
Estate and Gift Taxes,4198000000.0,Receipt,Real,-2.75,14,Min,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.060086650174007626,49736619694.313095,45538619694.313095
Spacer 5,37967000000.0,Receipt,Spacer,-2.75,14,Min,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.060086650174007626,85422309847.15656,49736619694.313095
Excise Taxes,4358000000.0,Receipt,Real,-2.75,14,Min,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.060086650174007626,89780309847.15656,85422309847.15656
Spacer 7,37967000000.0,Receipt,Spacer,-2.75,14,Min,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.060086650174007626,125466000000.0,89780309847.15656
Miscellaneous Receipts,12045000000.0,Receipt,Real,-2.75,14,Min,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.060086650174007626,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-2.75,14,Min,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.060086650174007626,173196690152.84344,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-2.75,14,Min,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.060086650174007626,232917690152.84344,173196690152.84344
Spacer 11,37967000000.0,Receipt,Spacer,-2.75,14,Min,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.060086650174007626,268603380305.6869,232917690152.84344
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-2.75,14,Min,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.060086650174007626,391558380305.6869,268603380305.6869
Spacer 13,37967000000.0,Receipt,Spacer,-2.75,14,Min,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.060086650174007626,427244070458.53033,391558380305.6869
Individual Income Taxes,249320000000.0,Receipt,Real,-2.75,14,Min,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.060086650174007626,676564070458.5304,427244070458.53033
Dummy_Source,113901000000.0,Dummy,Spacer,-2.5,84,Max,0.0,113901000000.0,0.0,0.0,0.0,0.0,0.0,0.07585818002124356,0.0,0.0
Customs Duties,3009000000.0,Receipt,Real,-2.5,84,Max,2.0,116910000000.0,3009000000.0,3009000000.0,0.0,116910000000.0,113901000000.0,0.07585818002124356,11649322562.599663,8640322562.599663
Spacer 3,37967000000.0,Receipt,Spacer,-2.5,84,Max,3.0,,40976000000.0,40976000000.0,3009000000.0,116910000000.0,116910000000.0,0.07585818002124356,46736215041.73311,11649322562.599663
Estate and Gift Taxes,4198000000.0,Receipt,Real,-2.5,84,Max,4.0,121108000000.0,45174000000.0,45174000000.0,40976000000.0,121108000000.0,116910000000.0,0.07585818002124356,50934215041.73311,46736215041.73311
Spacer 5,37967000000.0,Receipt,Spacer,-2.5,84,Max,5.0,,83141000000.0,83141000000.0,45174000000.0,121108000000.0,121108000000.0,0.07585818002124356,86021107520.86655,50934215041.73311
Excise Taxes,4358000000.0,Receipt,Real,-2.5,84,Max,6.0,125466000000.0,87499000000.0,87499000000.0,83141000000.0,125466000000.0,121108000000.0,0.07585818002124356,90379107520.86655,86021107520.86655
Spacer 7,37967000000.0,Receipt,Spacer,-2.5,84,Max,7.0,,125466000000.0,125466000000.0,87499000000.0,125466000000.0,125466000000.0,0.07585818002124356,125466000000.0,90379107520.86655
Miscellaneous Receipts,12045000000.0,Receipt,Real,-2.5,84,Max,8.0,137511000000.0,137511000000.0,137511000000.0,125466000000.0,137511000000.0,125466000000.0,0.07585818002124356,137511000000.0,125466000000.0
Spacer 9,37967000000.0,Receipt,Spacer,-2.5,84,Max,9.0,,175478000000.0,175478000000.0,137511000000.0,137511000000.0,137511000000.0,0.07585818002124356,172597892479.13345,137511000000.0
Corporation Income Taxes,59721000000.0,Receipt,Real,-2.5,84,Max,10.0,197232000000.0,235199000000.0,235199000000.0,175478000000.0,197232000000.0,137511000000.0,0.07585818002124356,232318892479.13345,172597892479.13345
Spacer 11,37967000000.0,Receipt,Spacer,-2.5,84,Max,11.0,,273166000000.0,273166000000.0,235199000000.0,197232000000.0,197232000000.0,0.07585818002124356,267405784958.2669,232318892479.13345
Social Insurance and Retirement Receipts,122955000000.0,Receipt,Real,-2.5,84,Max,12.0,320187000000.0,396121000000.0,396121000000.0,273166000000.0,320187000000.0,197232000000.0,0.07585818002124356,390360784958.2669,267405784958.2669
Spacer 13,37967000000.0,Receipt,Spacer,-2.5,84,Max,13.0,,434088000000.0,434088000000.0,396121000000.0,320187000000.0,320187000000.0,0.07585818002124356,425447677437.4003,390360784958.2669
Individual Income Taxes,249320000000.0,Receipt,Real,-2.5,84,Max,14.0,569507000000.0,683408000000.0,683408000000.0,434088000000.0,569507000000.0,320187000000.0,0.07585818002124356,674767677437.4004,425447677437.4003
