Stage1_Source,Stage1_Source_Amount,Stage2_Receipt_Type,Stage1_Row_Type,t,Path,MinMax,pillar1_rank_n,pillar2_cumsum,pillar1_cumsum,Stage1_Top,Stage1_Bot,Stage2_Top,Stage2_Bot,sigmoid,curve_top_rec,curve_bot_rec
Individual Income Taxes,109306000000.0,Receipt,Real,-0.5,23,Min,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.3775406687981454,469476759768.94275,360170759768.94275
Dummy_Source,83500250000.0,Dummy,Spacer,-0.25,75,Max,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.43782349911420193,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-0.25,75,Max,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.43782349911420193,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-0.25,75,Max,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.43782349911420193,85044146428.01993,83707146428.01993
Spacer 3,45781583333.0,Receipt,Spacer,-0.25,75,Max,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.43782349911420193,110781476751.17744,85044146428.01993
Estate and Gift Taxes,1765000000.0,Receipt,Real,-0.25,75,Max,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.43782349911420193,112546476751.17744,110781476751.17744
Spacer 5,45781583333.0,Receipt,Spacer,-0.25,75,Max,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.43782349911420193,138283807074.33496,112546476751.17744
Customs Duties,2947000000.0,Receipt,Real,-0.25,75,Max,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.43782349911420193,141230807074.33496,138283807074.33496
Spacer 7,45781583333.0,Receipt,Spacer,-0.25,75,Max,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.43782349911420193,166968137397.49246,141230807074.33496
Excise Taxes,7416000000.0,Receipt,Real,-0.25,75,Max,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.43782349911420193,174384137397.49246,166968137397.49246
Spacer 9,45781583333.0,Receipt,Spacer,-0.25,75,Max,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.43782349911420193,200121467720.65,174384137397.49246
Miscellaneous Receipts,14067000000.0,Receipt,Real,-0.25,75,Max,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.43782349911420193,214188467720.65,200121467720.65
Spacer 11,45781583333.0,Receipt,Spacer,-0.25,75,Max,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.43782349911420193,239925798043.8075,214188467720.65
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-0.25,75,Max,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.43782349911420193,329399798043.8075,239925798043.8075
Spacer 13,45781583333.0,Receipt,Spacer,-0.25,75,Max,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.43782349911420193,355137128366.965,329399798043.8075
Individual Income Taxes,109306000000.0,Receipt,Real,-0.25,75,Max,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.43782349911420193,464443128366.965,355137128366.965
Dummy_Source,83500250000.0,Dummy,Spacer,-0.25,24,Min,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.43782349911420193,0.0,0.0
Deficit,107689000000.0,Deficit,Real,-0.25,24,Min,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.43782349911420193,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,-0.25,24,Min,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.43782349911420193,85044146428.01993,83707146428.01993
Spacer 3,45781583333.0,Receipt,Spacer,-0.25,24,Min,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.43782349911420193,110781476751.17744,85044146428.01993
Estate and Gift Taxes,1765000000.0,Receipt,Real,-0.25,24,Min,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.43782349911420193,112546476751.17744,110781476751.17744
Spacer 5,45781583333.0,Receipt,Spacer,-0.25,24,Min,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.43782349911420193,138283807074.33496,112546476751.17744
Customs Duties,2947000000.0,Receipt,Real,-0.25,24,Min,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.43782349911420193,141230807074.33496,138283807074.33496
Spacer 7,45781583333.0,Receipt,Spacer,-0.25,24,Min,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.43782349911420193,166968137397.49246,141230807074.33496
Excise Taxes,7416000000.0,Receipt,Real,-0.25,24,Min,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.43782349911420193,174384137397.49246,166968137397.49246
Spacer 9,45781583333.0,Receipt,Spacer,-0.25,24,Min,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.43782349911420193,200121467720.65,174384137397.49246
Miscellaneous Receipts,14067000000.0,Receipt,Real,-0.25,24,Min,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.43782349911420193,214188467720.65,200121467720.65
Spacer 11,45781583333.0,Receipt,Spacer,-0.25,24,Min,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.43782349911420193,239925798043.8075,214188467720.65
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,-0.25,24,Min,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.43782349911420193,329399798043.8075,239925798043.8075
Spacer 13,45781583333.0,Receipt,Spacer,-0.25,24,Min,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.43782349911420193,355137128366.965,329399798043.8075
Individual Income Taxes,109306000000.0,Receipt,Real,-0.25,24,Min,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.43782349911420193,464443128366.965,355137128366.965
Dummy_Source,83500250000.0,Dummy,Spacer,0.0,74,Max,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Deficit,107689000000.0,Deficit,Real,0.0,74,Max,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,0.0,74,Max,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.5,96931625000.0,95594625000.0
Spacer 3,45781583333.0,Receipt,Spacer,0.0,74,Max,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.5,119822416666.5,96931625000.0
Estate and Gift Taxes,1765000000.0,Receipt,Real,0.0,74,Max,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.5,121587416666.5,119822416666.5
Spacer 5,45781583333.0,Receipt,Spacer,0.0,74,Max,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.5,144478208333.0,121587416666.5
Customs Duties,2947000000.0,Receipt,Real,0.0,74,Max,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.5,147425208333.0,144478208333.0
Spacer 7,45781583333.0,Receipt,Spacer,0.0,74,Max,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.5,170315999999.5,147425208333.0
Excise Taxes,7416000000.0,Receipt,Real,0.0,74,Max,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.5,177731999999.5,170315999999.5
Spacer 9,45781583333.0,Receipt,Spacer,0.0,74,Max,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.5,200622791666.0,177731999999.5
Miscellaneous Receipts,14067000000.0,Receipt,Real,0.0,74,Max,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.5,214689791666.0,200622791666.0
Spacer 11,45781583333.0,Receipt,Spacer,0.0,74,Max,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.5,237580583332.5,214689791666.0
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,0.0,74,Max,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.5,327054583332.5,237580583332.5
Spacer 13,45781583333.0,Receipt,Spacer,0.0,74,Max,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.5,349945374999.0,327054583332.5
Individual Income Taxes,109306000000.0,Receipt,Real,0.0,74,Max,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.5,459251374999.0,349945374999.0
Dummy_Source,83500250000.0,Dummy,Spacer,0.0,25,Min,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Deficit,107689000000.0,Deficit,Real,0.0,25,Min,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,0.0,25,Min,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.5,96931625000.0,95594625000.0
Spacer 3,45781583333.0,Receipt,Spacer,0.0,25,Min,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.5,119822416666.5,96931625000.0
Estate and Gift Taxes,1765000000.0,Receipt,Real,0.0,25,Min,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.5,121587416666.5,119822416666.5
Spacer 5,45781583333.0,Receipt,Spacer,0.0,25,Min,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.5,144478208333.0,121587416666.5
Customs Duties,2947000000.0,Receipt,Real,0.0,25,Min,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.5,147425208333.0,144478208333.0
Spacer 7,45781583333.0,Receipt,Spacer,0.0,25,Min,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.5,170315999999.5,147425208333.0
Excise Taxes,7416000000.0,Receipt,Real,0.0,25,Min,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.5,177731999999.5,170315999999.5
Spacer 9,45781583333.0,Receipt,Spacer,0.0,25,Min,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.5,200622791666.0,177731999999.5
Miscellaneous Receipts,14067000000.0,Receipt,Real,0.0,25,Min,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.5,214689791666.0,200622791666.0
Spacer 11,45781583333.0,Receipt,Spacer,0.0,25,Min,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.5,237580583332.5,214689791666.0
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,0.0,25,Min,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.5,327054583332.5,237580583332.5
Spacer 13,45781583333.0,Receipt,Spacer,0.0,25,Min,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.5,349945374999.0,327054583332.5
Individual Income Taxes,109306000000.0,Receipt,Real,0.0,25,Min,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.5,459251374999.0,349945374999.0
Dummy_Source,83500250000.0,Dummy,Spacer,0.25,73,Max,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.5621765008857981,0.0,0.0
Deficit,107689000000.0,Deficit,Real,0.25,73,Max,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.5621765008857981,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,0.25,73,Max,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.5621765008857981,108819103571.98007,107482103571.98007
Spacer 3,45781583333.0,Receipt,Spacer,0.25,73,Max,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.5621765008857981,128863356581.82256,108819103571.98007
Estate and Gift Taxes,1765000000.0,Receipt,Real,0.25,73,Max,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.5621765008857981,130628356581.82256,128863356581.82256
Spacer 5,45781583333.0,Receipt,Spacer,0.25,73,Max,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.5621765008857981,150672609591.66504,130628356581.82256
Customs Duties,2947000000.0,Receipt,Real,0.25,73,Max,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.5621765008857981,153619609591.66504,150672609591.66504
Spacer 7,45781583333.0,Receipt,Spacer,0.25,73,Max,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.5621765008857981,173663862601.50754,153619609591.66504
Excise Taxes,7416000000.0,Receipt,Real,0.25,73,Max,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.5621765008857981,181079862601.50754,173663862601.50754
Spacer 9,45781583333.0,Receipt,Spacer,0.25,73,Max,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.5621765008857981,201124115611.35,181079862601.50754
Miscellaneous Receipts,14067000000.0,Receipt,Real,0.25,73,Max,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.5621765008857981,215191115611.35,201124115611.35
Spacer 11,45781583333.0,Receipt,Spacer,0.25,73,Max,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.5621765008857981,235235368621.1925,215191115611.35
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,0.25,73,Max,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.5621765008857981,324709368621.1925,235235368621.1925
Spacer 13,45781583333.0,Receipt,Spacer,0.25,73,Max,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.5621765008857981,344753621631.035,324709368621.1925
Individual Income Taxes,109306000000.0,Receipt,Real,0.25,73,Max,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.5621765008857981,454059621631.035,344753621631.035
Dummy_Source,83500250000.0,Dummy,Spacer,0.25,26,Min,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.5621765008857981,0.0,0.0
Deficit,107689000000.0,Deficit,Real,0.25,26,Min,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.5621765008857981,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,0.25,26,Min,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.5621765008857981,108819103571.98007,107482103571.98007
Spacer 3,45781583333.0,Receipt,Spacer,0.25,26,Min,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.5621765008857981,128863356581.82256,108819103571.98007
Estate and Gift Taxes,1765000000.0,Receipt,Real,0.25,26,Min,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.5621765008857981,130628356581.82256,128863356581.82256
Spacer 5,45781583333.0,Receipt,Spacer,0.25,26,Min,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.5621765008857981,150672609591.66504,130628356581.82256
Customs Duties,2947000000.0,Receipt,Real,0.25,26,Min,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.5621765008857981,153619609591.66504,150672609591.66504
Spacer 7,45781583333.0,Receipt,Spacer,0.25,26,Min,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.5621765008857981,173663862601.50754,153619609591.66504
Excise Taxes,7416000000.0,Receipt,Real,0.25,26,Min,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.5621765008857981,181079862601.50754,173663862601.50754
Spacer 9,45781583333.0,Receipt,Spacer,0.25,26,Min,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.5621765008857981,201124115611.35,181079862601.50754
Miscellaneous Receipts,14067000000.0,Receipt,Real,0.25,26,Min,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.5621765008857981,215191115611.35,201124115611.35
Spacer 11,45781583333.0,Receipt,Spacer,0.25,26,Min,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.5621765008857981,235235368621.1925,215191115611.35
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,0.25,26,Min,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.5621765008857981,324709368621.1925,235235368621.1925
Spacer 13,45781583333.0,Receipt,Spacer,0.25,26,Min,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.5621765008857981,344753621631.035,324709368621.1925
Individual Income Taxes,109306000000.0,Receipt,Real,0.25,26,Min,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.5621765008857981,454059621631.035,344753621631.035
Dummy_Source,83500250000.0,Dummy,Spacer,0.5,72,Max,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.6224593312018546,0.0,0.0
Deficit,107689000000.0,Deficit,Real,0.5,72,Max,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.6224593312018546,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,0.5,72,Max,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.6224593312018546,120344532687.98418,119007532687.98418
Spacer 3,45781583333.0,Receipt,Spacer,0.5,72,Max,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.6224593312018546,137628942278.16302,120344532687.98418
Estate and Gift Taxes,1765000000.0,Receipt,Real,0.5,72,Max,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.6224593312018546,139393942278.16302,137628942278.16302
Spacer 5,45781583333.0,Receipt,Spacer,0.5,72,Max,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.6224593312018546,156678351868.34186,139393942278.16302
Customs Duties,2947000000.0,Receipt,Real,0.5,72,Max,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.6224593312018546,159625351868.34186,156678351868.34186
Spacer 7,45781583333.0,Receipt,Spacer,0.5,72,Max,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.6224593312018546,176909761458.52072,159625351868.34186
Excise Taxes,7416000000.0,Receipt,Real,0.5,72,Max,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.6224593312018546,184325761458.52072,176909761458.52072
Spacer 9,45781583333.0,Receipt,Spacer,0.5,72,Max,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.6224593312018546,201610171048.69955,184325761458.52072
Miscellaneous Receipts,14067000000.0,Receipt,Real,0.5,72,Max,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.6224593312018546,215677171048.69955,201610171048.69955
Spacer 11,45781583333.0,Receipt,Spacer,0.5,72,Max,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.6224593312018546,232961580638.87842,215677171048.69955
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,0.5,72,Max,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.6224593312018546,322435580638.8784,232961580638.87842
Spacer 13,45781583333.0,Receipt,Spacer,0.5,72,Max,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.6224593312018546,339719990229.05725,322435580638.8784
Individual Income Taxes,109306000000.0,Receipt,Real,0.5,72,Max,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.6224593312018546,449025990229.05725,339719990229.05725
Dummy_Source,83500250000.0,Dummy,Spacer,0.5,27,Min,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.6224593312018546,0.0,0.0
Deficit,107689000000.0,Deficit,Real,0.5,27,Min,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.6224593312018546,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,0.5,27,Min,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.6224593312018546,120344532687.98418,119007532687.98418
Spacer 3,45781583333.0,Receipt,Spacer,0.5,27,Min,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.6224593312018546,137628942278.16302,120344532687.98418
Estate and Gift Taxes,1765000000.0,Receipt,Real,0.5,27,Min,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.6224593312018546,139393942278.16302,137628942278.16302
Spacer 5,45781583333.0,Receipt,Spacer,0.5,27,Min,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.6224593312018546,156678351868.34186,139393942278.16302
Customs Duties,2947000000.0,Receipt,Real,0.5,27,Min,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.6224593312018546,159625351868.34186,156678351868.34186
Spacer 7,45781583333.0,Receipt,Spacer,0.5,27,Min,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.6224593312018546,176909761458.52072,159625351868.34186
Excise Taxes,7416000000.0,Receipt,Real,0.5,27,Min,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.6224593312018546,184325761458.52072,176909761458.52072
Spacer 9,45781583333.0,Receipt,Spacer,0.5,27,Min,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.6224593312018546,201610171048.69955,184325761458.52072
Miscellaneous Receipts,14067000000.0,Receipt,Real,0.5,27,Min,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.6224593312018546,215677171048.69955,201610171048.69955
Spacer 11,45781583333.0,Receipt,Spacer,0.5,27,Min,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.6224593312018546,232961580638.87842,215677171048.69955
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,0.5,27,Min,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.6224593312018546,322435580638.8784,232961580638.87842
Spacer 13,45781583333.0,Receipt,Spacer,0.5,27,Min,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.6224593312018546,339719990229.05725,322435580638.8784
Individual Income Taxes,109306000000.0,Receipt,Real,0.5,27,Min,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.6224593312018546,449025990229.05725,339719990229.05725
Dummy_Source,83500250000.0,Dummy,Spacer,0.75,71,Max,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.679178699175393,0.0,0.0
Deficit,107689000000.0,Deficit,Real,0.75,71,Max,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.679178699175393,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,0.75,71,Max,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.679178699175393,131188666111.319,129851666111.319
Spacer 3,45781583333.0,Receipt,Spacer,0.75,71,Max,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.679178699175393,145876373230.02222,131188666111.319
Estate and Gift Taxes,1765000000.0,Receipt,Real,0.75,71,Max,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.679178699175393,147641373230.02222,145876373230.02222
Spacer 5,45781583333.0,Receipt,Spacer,0.75,71,Max,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.679178699175393,162329080348.7254,147641373230.02222
Customs Duties,2947000000.0,Receipt,Real,0.75,71,Max,6.0,197238250000.0,97612166666.0,97612166666.0,94665166666.0,197238250000.0,194291250000.0,0.679178699175393,165276080348.7254,162329080348.7254
Spacer 7,45781583333.0,Receipt,Spacer,0.75,71,Max,7.0,,143393749999.0,143393749999.0,97612166666.0,197238250000.0,197238250000.0,0.679178699175393,179963787467.42862,165276080348.7254
Excise Taxes,7416000000.0,Receipt,Real,0.75,71,Max,8.0,204654250000.0,150809749999.0,150809749999.0,143393749999.0,204654250000.0,197238250000.0,0.679178699175393,187379787467.42862,179963787467.42862
Spacer 9,45781583333.0,Receipt,Spacer,0.75,71,Max,9.0,,196591333332.0,196591333332.0,150809749999.0,204654250000.0,204654250000.0,0.679178699175393,202067494586.13184,187379787467.42862
Miscellaneous Receipts,14067000000.0,Receipt,Real,0.75,71,Max,10.0,218721250000.0,210658333332.0,210658333332.0,196591333332.0,218721250000.0,204654250000.0,0.679178699175393,216134494586.13184,202067494586.13184
Spacer 11,45781583333.0,Receipt,Spacer,0.75,71,Max,11.0,,256439916665.0,256439916665.0,210658333332.0,218721250000.0,218721250000.0,0.679178699175393,230822201704.83505,216134494586.13184
Social Insurance and Retirement Receipts,89474000000.0,Receipt,Real,0.75,71,Max,12.0,308195250000.0,345913916665.0,345913916665.0,256439916665.0,308195250000.0,218721250000.0,0.679178699175393,320296201704.835,230822201704.83505
Spacer 13,45781583333.0,Receipt,Spacer,0.75,71,Max,13.0,,391695499998.0,391695499998.0,345913916665.0,308195250000.0,308195250000.0,0.679178699175393,334983908823.53827,320296201704.835
Individual Income Taxes,109306000000.0,Receipt,Real,0.75,71,Max,14.0,417501250000.0,501001499998.0,501001499998.0,391695499998.0,417501250000.0,308195250000.0,0.679178699175393,444289908823.53827,334983908823.53827
Dummy_Source,83500250000.0,Dummy,Spacer,0.75,28,Min,0.0,83500250000.0,0.0,0.0,0.0,0.0,0.0,0.679178699175393,0.0,0.0
Deficit,107689000000.0,Deficit,Real,0.75,28,Min,1.0,191189250000.0,0.0,0.0,0.0,0.0,0.0,0.679178699175393,0.0,0.0
Corporation Income Taxes,1337000000.0,Receipt,Real,0.75,28,Min,2.0,192526250000.0,1337000000.0,1337000000.0,0.0,192526250000.0,191189250000.0,0.679178699175393,131188666111.319,129851666111.319
Spacer 3,45781583333.0,Receipt,Spacer,0.75,28,Min,3.0,,47118583333.0,47118583333.0,1337000000.0,192526250000.0,192526250000.0,0.679178699175393,145876373230.02222,131188666111.319
Estate and Gift Taxes,1765000000.0,Receipt,Real,0.75,28,Min,4.0,194291250000.0,48883583333.0,48883583333.0,47118583333.0,194291250000.0,192526250000.0,0.679178699175393,147641373230.02222,145876373230.02222
Spacer 5,45781583333.0,Receipt,Spacer,0.75,28,Min,5.0,,94665166666.0,94665166666.0,48883583333.0,194291250000.0,194291250000.0,0.679178699175393,162329080348.7254,147641373230.02222
